long,lat,parkname
-73.16249,42.72083,Clarksburg State Forest - 1199 Middle Rd; Clarksburg
-73.08222,42.74056,Clarksburg State Park - 1199 Middle Rd; Clarksburg
-73.169711,42.098269,Sandisfield State Forest - York Lake Rd; Sandisfield
-73.025,42.6,Savoy Mountain State Forest - Savoy
-73.491597,42.115069,Bash Bish Falls Falls State Forest - Mt Washington
-73.492778,42.114722,Bash Bish Falls State Park - Falls Rd; Mount Washington
-73.1825,42.05361,Cookson State Forest - Southfield
-73.26667,42.71667,Taconic Trail State Park - Berkshire County
-73.00833,42.54083,Windsor State Forest - Windsor
-73.00694,42.52333,Windsor State Forest Info Center - River Rd; Windsor
-72.15194,42.525,Popple Camp State Wildlife Management Area - Phillipston
-72.79167,42.725,H O Cook State Forest - 55 Main Rd; Colrain
-72.75833,42.65,Catamount State Forest - Colrain
-72.37639,42.62639,Erving State Forest - 200 E Main St; Erving
-72.24944,42.495,Federated Womens Club State Forest - Petersham
-72.39167,42.65,Northfield State Forest - Northfield
-72.20417,42.52083,Petersham State Forest - Petersham
-72.23139,42.70917,Royalston State Forest - Royalston
-72.75417,42.57639,Buckland State Forest -Shelburne Falls
-72.37639,42.66667,Warwick State Forest - Warwick
-72.425,42.575,Wendell State Forest - 392 Montague Rd; Wendell
-71.83889,42.52083,Leominster State Forest - Leominster
-71.91667,42.70083,Ashburnham State Forest - Ashburnham
-71.775,42.66667,Willard Brook State Forest - 10 Townsend Rd; Ashby
-72.10417,42.62361,Otter River State Forest - 86 Winchendon Rd; Baldwinville
-71.971101,42.580797,Dunn State Park - 289 Pearl St; Gardner
-71.58194,42.63889,J Harry Rich State Forest - Groton
-72.05417,42.50417,Hubbardston State Forest - Hubbardston
-71.69444,42.50278,Lancaster State Forest - Brockelman Rd; Leominster
-71.77222,42.62583,Fitchburg State Forest - Lunenburg
-72.09166,42.575,Templeton State Forest - Templeton
-71.94722,42.51944,Westminster State Forest - Westminster
-71.760278,42.655278,Pearl Hill State Park - 105 New Fitchburg Rd; Townsend
-72.02388,42.62361,Winchendon State Forest - Winchendon
-71.78749,42.05833,Douglass State Forest - Douglas
-71.99167,42.20694,Spencer State Forest - 51 Howe Rd; Spencer
-72.0675,42.14639,Wells State Park - 159 Walker Pond Rd; Sturbridge
-71.6375,42.15417,Upton State Forest - 205 Westboro Rd; Upton
-72.14583,42.2625,West Brookfield State Forest - West Brookfield
-71.71666,42.13611,Sutton State Forest - Sutton
-71.7125,42.12917,Purgatory Chasm State Park - 98 Purgatory Rd; Sutton
-71.75389,42.25944,Quinsicamond State Park - 10 N Lake Ave; Worcester
-71.951944,42.317222,Moore State Park - 1 Sawmill Rd; Paxton
-71.46666,42.24167,Ashland State Park - 156 W Union St; Ashland
-71.33694,42.54778,Carlisle State Forest - Carlisle
-71.50667,42.25833,Hopkinton State Park Swimming Pool Reservoir - Hopkinton
-71.58333,42.22917,Whitehall State Park - 300 Wood St; Hopkinton
-71.5125,42.25833,Hopkinton State Park - 64 Cedar St; Hopkinton
-71.37528,42.3125,Cochituate State Park - 43 Commonwealth Rd; Natick
-71.08222,42.62583,Harold Parker State Forest - Harold Parker Rd; Andover
-71.30833,42.58333,Warren H Manning State Park - 39 Chelmsford Rd; Billerica
-70.97139,42.69806,Georgetown Rowley State Forest - Rte 97; Georgetown
-71.157606,42.706651,Lawrence Heritage State Park - 1 Jackson St; Lawrence
-71.180833,42.729444,Greycourt State Park - 37 Pleasant St; Methuen
-71.31278,42.64444,Lowell Heritage State Park Information Center - 246 Market St; Lowell
-71.36944,42.66111,Lowell-Dracut State Forest - Lowell
-71.339841,42.643738,Lowell Heritage State Park - 160 Pawtucket Blvd; Lowell
-71.02167,42.64389,Boxford State Forest - Boxford
-70.77972,42.7025,Plum Island State Park - Rowley
-70.94944,42.67694,Willowdale State Forest - Linebrook Rd; Ipswich
-70.633056,42.689444,Halibut Point State Park - Gott Ave; Rockport
-70.895278,42.633333,Bradley Palmer State Park - 40 Asbury St; Topsfield
-71.266989,42.049334,F. Gilbert Hills State Forest - 45 Mill St; Foxborough
-70.84528,42.20389,Wompatuck State Park - 204 Union St; Hingham
-70.748824,42.170024,Cushing Memorial State Park - Scituate
-71.32167,42.04222,Wrentham State Forest - 631-683 Taunton St; Wrentham
-70.92889,42.33,Boston Harbor Island State Park - Boston Harbor Islands; Boston
-71.038889,42.3,Squantum Point Park - Miwra Haul Rd; Quincy
-70.923889,42.259167,Webb Memorial State Park - 371 River St; North Weymouth
-70.68694,42.01389,Myles Standish State Park - 194 Cranberry Rd; Carver
-70.68194,41.85333,Myles Standish State Forest - 194 Cranberry Rd; Carver
-70.98611,42.11667,Ames Nowell State Park - Linwood St; Abington
-71.153611,42.0675,Borderland State Park - 257 Massapoag Ave; Easton
-70.661944,41.958333,Pilgrim Memorial State Park - 79 Water St; Plymouth
-70.539979,41.846233,Ellisville Harbor State Park - Route 3A; Plymouth
-70.52611,41.75972,Shawme-Crowell State Forest - 42 Main St; Sandwich
-70.02249,41.75389,Nickerson State Forest Park - 3488 Main St; Brewster
-70.04443,41.70971,Hawksnet State Park - Harwich
-70.5024,41.558436,South Cape Beach State Park - 686 Great Oak Rd; Mashpee
-71.06389,41.75777,Freetown Fall River State Forest - 110 Slab Bridge Rd; Assonet
-70.99,41.867778,Massasoit State Park - 1361 Middleboro Ave; East Taunton
-71.160556,41.705556,Fall River Heritage State Park - Davol St; Fall River
-70.98389,41.52888,Demarest Lloyd State Park - 115 Barneys Joy Rd; Dartmouth
-71.21111,41.89,Rehoboth State Forest - 90 Peck St; Rehoboth
-71.10693,41.81277,Dighton Rock State Park - 3rd Ave; Berkley
-71.11472,41.95,Watson Pond State Park - 1644 Bay St; Taunton
-110.931944,54.263889,Moose Lake Provincial Park
-101.675,54.67111,Bakers Narrows Provincial Park - Division No. 21
-101.56111,59.68388,Colvin Lake Provincial Park
-101.54694,54.65722,Neso Lake Provincial Park
-101.477222,54.657222,Twin Lakes Provincial Park - Division No. 21 Unorganized
-101.39166,54.17527,Rocky Lake Provincial Park - Wanless
-101.24194,56.91055,Zed Lake Provincial Park - Lynn Lake
-101.24138,52.54166,Bell Lake Provincial Park - Mafeking
-101.121111,52.397778,Primrose Provincial Park
-101.0875,53.13972,Overflowing River Provincial Park
-101.02555,52.89111,Red Deer River Provincial Park
-100.830833,54.666389,Grass River Provincial Park
-100.58861,51.8583,Springwater Provincial Park - 1331 Rte 26; Midhurst
-99.954722,52.389722,Birch Island Provincial Park
-99.57833,59.6325,Nueltin Lake Provincial Park - Division No. 23 Unorganized
-99.33361,53.76666,Little Limestone Lake Provincial Park
-99.285543,53.141481,Grand Rapids Provincial Park
-99.203611,49.9025,Seton Provincial Park
-98.8025,50.81805,Margaret Bruce Provincial Park
-98.53,57.84222,Sand Lakes Provincial Wilderness Park - Division No. 23 Unorganized
-98.4522,55.1483,Sasagiu Rapids Provincial Park
-98.33194,49.95694,Yellow Quill Provincial Park
-97.98888,55.49583,Paint Lake Provincial Park - Division No. 22 Unorganized
-97.815792,51.803855,Sturgeon Bay Park Reserve
-97.42944,51.72777,Lake St. George Provincial Park - 224 Rd; Gimli
-97.415085,52.022924,Kinwow Bay Provincial Park
-97.40444,51.68083,Lake St. Andrew Provincial Park
-97.16916,51.66111,Fisher Bay Provincial Park
-97.1564,49.7583,Trappist Monastery Provincial Park - Rue des Ruines du Monastere; Winnipeg
-97.15555,49.8875,Memorial Provincial Park
-96.987222,50.055556,River Road Provincial Heritage Park
-96.863889,50.288056,Netley Creek Provincial Park
-96.661111,59.563611,Caribou River Provincial Park
-96.1475,49.28972,Woodridge Provincial Park - Woodridge
-96.04833,50.14166,Pinawa Provincial Park
-96.04416,51.01388,Manigotagan River Provincial Park - Division No. 19 Unorganized
-95.963333,57.865278,Numaykoos Lake Provincial Wilderness Park
-95.781944,50.375,Poplar Bay Provincial Park
-95.35555,51.00277,Wallace Lake Provincial Park
-95.336111,51.049444,South Atikaki Provincial Park
-95.283,50.667,Nopiming Provincial Park - PR 314; Winnipeg
-96.928333,49.319722,St. Malo Provincial Park - De La Grotte Ave; Saint Malo
-95.234287,49.167591,Birch Point Provincial Park - Buffalo Point
-101.035,56.90222,Burge Lake Provincial Park - Lynn Lake
-99.9719,54.7931,Wekusko Falls Provincial Park - Hwy 392; Snow Lake
-96.99027,50.71,Camp Morton Provincial Park - Camp Morton
-97.41722,50.48222,Norris Lake Provincial Park - Inwood
-98.2728,50.7242,Lundar Beach Provincial Park - Lundar
-98.56166,51.27833,Watchorn Provincial Park - Moosehorn
-96.99319,50.900385,Hnausa Beach Provincial Park - Riverton
-96.9703,50.5003,Winnipeg Beach Provincial Park - 3 Hamilton Ave; Winnipeg Beach
-96.606111,50.426944,Patricia Beach Provincial Park - Beaconia
-96.887907,50.027676,Birds Hill Provincial Park - St. Clements
-95.3333,49.9167,Whiteshell Provincial Park - Hwy 1; Eastern Manitoba
-96.5617,50.5681,Grand Beach Provincial Park - 79 1st St; Grand Marais
-96.27472,49.4325,Marchand Provincial Park - Reynolds
-95.516667,51.5,Atikaki Provincial Wilderness Park - Lac du Bonnet
-95.928611,50.215833,Pinawa Dam Provincial Park - PR 520; Pinawa
-96.01944,50.11055,Whitemouth Falls Provincial Park - Seven Sisters Falls
-96.54583,50.75472,Elk Island Provincial Park - Victoria Beach
-97.4733,49.8539,Beaudry Provincial Park - MB-24; Springstein
-98.295833,49.521111,Stephenfield Provincial Park - Stephenfield
-98.1623,49.0031,Pembina Valley Provincial Park - Thornhill
-98.0742,50.2758,St. Ambroise Beach Provincial Park - Saint Ambroise
-98.328889,49.948889,Portage Spillway Provincial Park - Southport
-101.379722,50.966389,Asessippi Provincial Park - Dropmore
-100.25,49.05,Turtle Mountain Provincial Park - Boissevain
-99.604167,49.708611,Criddle/Vane Homestead Provincial Park - Glenboro
-99.0972,49.7094,Spruce Woods Provincial Park - MB-5; Glenboro
-99.973,49.041,William Lake Provincial Park - Ninga
-100.195,50.04,Rivers Provincial Park - Rivers
-101.58277,52.33638,Whitefish Lake Provincial Park - Bowsman
-101.34972,52.59944,North Steeprock Lake Provincial Park - Provincial Rd 365; Crane River
-99.8136,51.1289,Rainbow Beach Provincial Park - Ochre River
-101.252222,52.1225,Swan River Provincial Park - Swan River
-100.595278,52.359167,Kettle Stones Provincial Park - Swan River
-99.54972,51.51666,Manipogo Provincial Park - PR 276; Toutes Aide
-100.71,49.68111,Oak Lake Provincial Park - Oak Lake
-96.93638,50.08583,Lockport Provincial Heritage Park - 23022 Provincial Trunk Hwy 44; Lockport
-128.15,59.966667,Hyland Provincial Park - 3014-3120 Henderson Hwy; East Saint Paul
-96.9894,49.9511,Duff Roblin Provincial Park - Courchaine Rd; Winnipeg
-97.13506,49.88751,Upper Fort Garry Heritage Provincial Park - 30 Main St; Winnipeg
-97.142222,49.754722,St. Norbert Provincial Park - 40 Turnbull Dr; Winnipeg
-100.08357,49.873622,Grand Valley Provincial Park - Site 240 Box 4 RR3; Whitehead
-101.078333,54.083056,Clearwater Lake Provincial Park - Hwy 28; The Pas
-98.39666,55.19777,Pisew Falls Provincial Park - Hwy 6; Mystery Lake
-96.800795,51.206909,Hecla-Grindstone Provincial Park - Division No. 18 Unorganized East Part
-76.78389,38.63971,Cedarville State Forest - 10201 Bee Oak Rd; Brandywine
-76.49944,38.26778,Saint Marys River State Park - California
-76.745556,38.211111,St. Clement's Island State Park - Coltons Point
-76.52943,38.36889,Greenwell State Park - 25420 Rosedale Manor Ln; Hollywood
-77.1375,38.57917,Mattawoman State Natural Environmental Area - Indian Head
-77.119167,38.621389,Chapman State Park - 3452 Ferry Pl; Indian Head
-76.708056,38.245278,Newtowne Neck State Park - Newtowne Neck Rd; Leonardtown
-76.42222,38.40278,Calvert Cliffs State Park - 10540 H G Trueman Rd; Lusby
-77.25306,38.43028,Purse State Park - 2750 Sweden Point Rd; Marbury
-77.18555,38.55639,Smallwood State Park - 2750 Sweden Point Rd; Marbury
-77.01416,38.46917,Chapel Point State Park - Chapel Point Rd; Port Tobacco
-76.33194,38.05833,Point Lookout State Park - 11175 Point Lookout Rd; Scotland
-76.81139,38.77417,Rosaryville State Park - 7805 W Marlton Ave; Clinton
-77.34193,39.10111,Seneca Creek State Park - 11950 Clopper Rd; Gaithersburg
-76.78694,39.29305,Patapsco State Park - 8020 Baltimore National Pke; Ellicott City
-77.08306,41.22249,Susquehanna State Park - 4122 Wilkinson Rd; Havre de Grace
-76.412222,39.637222,Rocks State Park - 3318 Rocks Chrome Hill Rd; Jarrettsville
-76.2775,39.61639,Palmer State Park - Old Forge Hill Rd; Street
-76.427222,39.2075,North Point State Park - 8400 North Point Rd; Edgemere
-76.34278,39.36249,Gunpowder State Park - 7200 Graces Quarters Rd; Middle River
-76.376944,39.251111,Hart-Miller Island State Park - Essex
-76.48444,38.99583,Jonas Green State Park - 2001 Baltimore Annapolis Blvd; Annapolis
-76.40194,39.01639,Sandy Point State Park - 1100 East College Parkway; Annapolis
-78.781667,39.668611,Wills Mountain State Park - Cumberland
-78.65694,39.70832,Rocky Gap State Park - 12900 Lake Shore Dr; Flintstone
-79.14444,39.69666,Casselman Bridge State Park - 10240 National Pke; Grantsville
-79.1225,39.632778,New Germany State Park - 349 Headquarters Ln; Grantsville
-79.20722,39.68278,Savage River State Forest - Grantsville
-79.132713,39.632541,Savage River State Forest Headquarters - 127 Headquarters Ln; Grantsville
-78.95389,39.55693,Dans Mountain State Park - 17410 Recreation Area Rd SW; Lonaconing
-79.38861,39.44556,Mount Nebo State Forest And Game Preserve - West Oakland
-94.38778,39.80083,Potomac State Forest - 1431 Potomac Camp Rd; Oakland
-79.28028,39.34,Potomac State Forest - 1431 Potomac Camp Rd; Oakland
-79.45139,39.45333,Herrington Manor State Park - 222 Herrington Ln; Oakland
-79.42556,39.49667,Swallow Falls State Park - 2470 Maple Glade Rd; Oakland
-79.305,39.525,Deep Creek Lake State Park - 898 State Park Rd; Swanton
-79.1375,39.545,Big Run State Park - 10368 Savage River Rd; Swanton
-76.138611,38.448333,Harriet Tubman Underground Railroad State Park - 4068 Golden Hill Rd; Church Creek
-75.84,38.86249,Martinak State Park - 137 Deep Shore Rd; Denton
-75.75082,38.72694,Idylwild Wildlife Management Area - Federalsburg
-83.06806,34.49472,Tugaloo State Park - 13283 Cherry La; Queen Anne
-75.91361,39.00306,Tuckahoe State Park - 13070 Crouse Mill Rd; Queen Anne
-76.35278,38.9536,Matapeake State Park - 1112 Romancoke Rd; Stevensville
-76.044444,38.590556,Bill Burton Fishing Pier State Park - 6 Choptank River Bridge; Trappe
-76.08111,38.93916,Wye Oak State Park - 14214 Old Wye Mills Rd; Wye Mills
-77.49167,39.47861,Gambrill State Park - 8602 Gambrill Park Rd; Frederick
-78.0036,39.61,Fort Frederick State Park - 11100 Fort Frederick Rd; Big Pool
-77.625,39.54167,Greenbriar State Park Dike Dam - Boonsboro
-77.62389,39.53611,Greenbrier State Park - 21843 National Pke; Boonsboro
-77.599722,39.554167,South Mountain State Park - 21843 National Pke; Boonsboro
-77.63778,39.59221,A M Powell State Fish Hatchery - 20901 Fish Hatchery Rd; Hagerstown
-78.201944,39.698333,Fort Tonoloway State Park - Hancock
-77.641111,39.403611,Gathland State Park - 900 Arnoldtown Rd; Jefferson
-77.62582,39.49833,Washington Monument State Park - 6620 Zittlestown Rd; Middletown
-77.471389,39.631389,Cunningham Falls State Park - 14039 Catoctin Hollow Rd; Thurmont
-75.14389,38.22917,Assateague State Park - 6915 Stephen Decatur Hwy; Berlin
-75.87582,37.92917,Cedar Island Wildlife Management Area - Crisfield
-75.85778,38.01639,Janes Island State Park - 26280 Alfred J Lawson Dr; Crisfield
-75.38778,38.07611,Vaughn Wildlife Management Area - Girdletree
-75.92583,38.53972,Linkwood Wildlife Management Area - Linkwood
-75.4325,38.35667,Wicomico State Forest - Parsonsburg
-75.61972,38.15611,Wellington State Wildlife Management Area - Princess Anne
-75.43971,38.13889,Pocomoke River State Park: Shad Landing - 3461 Worcester Hwy; Snow Hill
-75.432778,38.132778,Pocomoke State Forest - 3461 Worcester Hwy; Snow Hill
-75.811111,38.088889,Fairmount Wildlife Management Area - Fairmount
-75.98332,39.48444,Elk Neck State Park - 4395 Turkey Point Rd; North East
-75.905556,39.584167,Elk Neck State Forest - 717 Irishtown Rd; North East
-75.8375,39.68528,Fair Hill State Natural Resources Management Area - Elkton
-69.309167,46.445833,Allagash Wilderness Waterway - Aroostook & Piscataquis County
-68.70417,45.29861,Pond Farm State Wildlife Management Area - Howland
-70.710337,43.082451,Fort McClary State Historic Site - Kittery Point
-70.70944,43.08306,Fort McClary State Park - Pepperrell Rd; Kittery Point
-70.813889,43.208333,Vaughan Woods State Park - South Berwick
-70.576944,43.921944,Sebago Lake State Park - 11 Park Access Rd; Casco
-70.088056,43.822778,Wolfe's Neck Woods State Park - 426 Wolfe's Neck Rd; Freeport
-70.18111,43.905,Bradbury Mountain State Park - 528 Hallowell Rd; Pownal
-70.389722,43.476111,Ferry Beach State Park - 95 Bayview Rd; Saco
-70.313035,43.546198,Scarborough Beach State Park - 418 Black Point Rd; Scarborough
-70.052524,43.712491,Eagle Island State Historic Site - S Harpswell
-70.234947,43.690127,Mackworth Island - Falmouth
-70.228056,43.564722,Crescent Beach State Park - 66 Bowery Beach Rd; Cape Elizabeth
-70.205833,43.560556,Two Lights State Park - 7 Tower Dr; Cape Elizabeth
-70.947778,44.593333,Grafton Notch State Park - 1941 Bear River Rd; Newry
-70.344167,44.0375,Range Ponds State Park - 26 State Park Rd; Poland Spring
-70.38833,44.73389,Mount Blue State Park - 297 Center Hill Rd; Weld
-69.75556,44.19806,Colburn House State Historic Site - Pittston
-69.453889,44.1975,Damariscotta Lake State Park - 8 State Park Rd; Jefferson
-69.93917,44.21361,Tacoma Lakes State Park - Litchfield
-69.85972,44.15694,Peacock Beach State Park - US-201; Richmond
-69.25139,45.25083,Peaks-Kenny State Park - 401 State Park Rd; Dover-Foxcroft
-69.54472,45.57528,Lily Bay State Park - Beaver Cove
-68.933333,46.033333,Baxter State Park - 64 Balsam Dr; Millinocket
-69.511939,44.04164,Whaleback Shell - 110 Belvedere Rd; Damariscotta
-69.72889,43.79,Reid State Park - 375 Seguinland Rd; Georgetown
-69.656637,43.993504,Fort Edgecomb State Historic Site - 66 Fort Rd; Edgecomb
-69.799722,43.738056,Popham Beach State Park - 10 Perkins Farm Ln; Phippsburg
-69.787843,43.752746,Fort Baldwin State Historic Site - 10 Perkins Farm La; Phippsburg
-69.783592,43.755344,Fort Popham State Historic Site - 10 Perkins Farm Land; Phippsburg
-68.29861,44.45722,Lamoine State Park - Lamoine
-68.793291,44.351855,Holbrook Island Sanctuary - Brooksville
-67.395513,44.68676,Fort O'Brien State Historic Site - 40 S Edmunds Rd; Edmunds Township
-67.150278,44.841389,Cobscook Bay State Park - 40 S Edmunds Rd; Dennysville
-67.016389,44.9,Shackford Head State Park - Eastport
-68.79694,44.355278,Holbrook Island Sanctuary State Park - 172 Indian Bar Rd; Harborside
-66.96805,44.80694,Quoddy Head State Park - 973 S Lubec Rd; Lubec
-67.487778,44.615,Roque Bluffs State Park - 145 Schoppee Point Rd; Roque Bluffs
-67.39639,44.68972,Machias State Park - 458-506 Port Rd; Machiasport
-68.593388,47.266919,Fort Kent State Historic Site - 87 State Park Rd; Presque Isle
-68.010833,46.603611,Aroostook State Park - 87 State Park Rd; Presque Isle
-69.03944,44.28222,Camden Hills State Park - 280 Belfast Rd; Camden
-68.945278,44.2725,Warren Island State Park - 1202 Warrens Is; Islesboro
-68.99805,44.37333,Durham State Forest - Northport
-69.044167,44.091944,Owl's Head State Park - Owls Head
-69.095556,44.038611,Birch Point State Park - Owls Head
-69.629607,44.539546,Fort Halifax State Historic Site - US-201; Winslow
-68.978889,44.563889,Swan Lake State Park - 100 W Park La; Swanville
-69.356111,44.403889,Lake Saint George State Park - 278 Belfast Augusta Rd; Liberty
-70.693889,44.945278,Rangeley Lake State Park - 1 State Park Rd; Rangeley
-68.94833,44.43944,Moose Point State Park - 310 W Main St; Searsport
-68.80638,44.56389,Fortknox State Park - 740 Ft Knox Rd; Prospect
-68.80447,44.566593,Fort Knox State Historic Site - 711 Fort Knox Rd; Prospect
-68.803725,44.560815,Penobscot Narrows Observatory - 711 Fort Knox Rd; Prospect
-68.818889,44.466667,Fort Point State Park - 207 Lighthouse Rd; Stockton Springs
-82.53028,42.65583,Algonac State Park - 8732 River Rd; Marine City
-82.49583,43.12333,Lakeport State Park - 7605 Lakeshore Rd; Lakeport
-84.11,42.43361,Unadilla State Wildlife Area - Gregory
-84.11,42.43361,Unadilla State Wildlife Area - Gregory
-83.3336,41.91556,Sterling State Park - 2800 State Park Rd; Monroe
-83.535,42.42888,Maybury State Park - 20145 Beck Rd; Northville
-83.025278,42.331944,William G. Milliken State Park and Harbor - 1900 Atwater St; Detroit
-82.986667,42.340278,Belle Isle State Park - 2 Inselruhe Ave; Detroit
-83.37222,42.61611,Dodge Brothers State Park Number 2
-83.01111,42.59333,Dodge Brothers State Park Number 8 - 40492-40548 Utica Rd; Sterling Heights
-83.663889,42.8125,Seven Lakes State Park - 14390 Fish Lake Rd; Holly
-83.055,44.00472,Port Crescent State Park - 1775 Port Austin Rd; Port Austin
-84.80444,44.02889,Wilson State Park - 910 N First St; Harrison
-84.68833,44.21722,Houghton Lake State Forest - Roscommon Township
-84.66889,44.42583,South Higgins Lake State Park - 114 State Park Dr; Roscommon
-84.75777,44.51388,North Higgins Lake State Park - 11747 N Higgins Lake Dr; Roscommon
-83.90528,43.66611,Bay City State Park - 3582 State Park Dr; Bay City
-83.42055,43.83944,Wild Fowl Bay State Park - Bay Port
-83.20444,43.97333,Albert E Sleeper State Park - 6573 State Park Rd; Caseville
-83.44611,44.25556,Tawas Point State Park - 686 Tawas Beach Rd; East Tawas
-83.29306,44.64944,Harrisville State Park - 248 State Park Rd; Harrisville
-83.27222,44.71167,Sturgeon Point State Park - Point Rd; Harrisville
-83.49583,44.52278,Alpena State Forest - Oscoda Twp
-84.41278,42.93861,Sleepy Hollow State Park - 7835 E Price Rd; Laingsburg
-85.96611,42.53361,Allegan State Forest - Valley Township
-85.3175,42.31167,Fort Custer State Park - 5163 Fort Custer Dr; Augusta
-84.972222,41.801389,Coldwater Lake State Park - Coldwater
-86.30083,42.34778,Van Buren State Park - 23960 Ruggles Rd; South Haven
-86.59333,41.91528,Warren Dunes State Park - 12032 Red Arrow Hwy; Sawyer
-86.538889,42.008333,Grand Mere State Park - Thornton Dr; Stevensville
-86.62222,41.83332,Warren Woods State Park - Elm Valley Rd; Three Oaks
-84.13798,42.12972,Watkins Lake State Park and County Preserve - 1220 Wamplers Lake Rd; Onsted
-84.1375,42.0625,Hayes State Park - 1220 Wamplers Lake Rd; Onsted
-84.36368,42.42393,Meridian-Baseline State Park - Pleasant Lake
-85.79861,43.96472,Pere Marquette State Forest - Cherry Valley Township
-85.59167,43.5025,Newaygo State Park - 2793 Beech St; Newaygo
-85.78944,43.54806,White Cloud State Park - 680 E Wilcox Ave; White Cloud
-86.24639,43.05361,Grand Haven State Park - 1001 S Harbor Dr; Grand Haven
-86.19972,42.70333,Saugatuck Dunes State Park - 6575 138th Ave; Holland
-86.20472,42.77889,Holland State Park - 2215 Ottawa Beach Rd; Holland
-86.49694,44.04639,Ludington State Park - 8800 W M-116; Ludington
-86.51111,43.67861,Silver Lake State Park - 679 W State Park Rd; Mears
-86.265,43.12388,Hoffmaster State Park - 6585 Lake Harbor Rd; Muskegon
-86.33944,43.24056,Muskegon State Park - 3560 Memorial Dr; North Muskegon
-86.44056,43.78333,Charles Mears State Park - 400 W Lowell St; Pentwater
-86.440556,43.783333,Mears State Park - 400 W Lowell St; Pentwater
-85.45222,44.23806,William Mitchell State Park - 6093 M-115; Cadillac
-84.94056,44.54472,Kalkaska State Forest - Garfield Township
-86.02,44.89889,D H Day State Park - 8010 W Harbour Hwy; Glen Arbor
-86.1164825,44.7183318,Benzie State Park - Loop 4; Honor
-85.76278,44.62778,Interlochen State Park - 4167 M-137; Interlochen
-86.31667,44.28194,Orchard Beach State Park - 2064 Lakeshore Rd; Manistee
-85.569444,45.183333,Leelanau State Park - 5310 N Lighthouse Point Rd; Northport
-85.479472,44.991306,Old Mission Point State Park - 4001-4475 Murray Rd; Traverse City
-85.55111,44.74556,Traverse City State Park - 1132 US-31; Traverse City
-84.676389,45.738889,Historic Mill Creek Discovery Park - 9001 US-23; Mackinaw City
-83.381592,45.200917,Rockport State Park - Alpena
-83.32389,45.08972,Thunder Bay River State Forest - Alpena
-84.183333,45.127778,Clear Lake State Park - 20500 M-33; Atlanta
-85.04833,45.23194,Young State Park - 280 Boyne City-Charlevoix Rd; Boyne City
-84.55694,46.41444,Brimley State Park - 9200 W 6 Mile Rd; Brimley
-84.90278,45.73417,Wilderness State Park - 903 Wilderness Park Dr; Carp Lake
-85.361111,45.266667,Fisherman's Island State Park - 16480 Bells Bay Rd; Charlevoix
-84.46472,45.51944,Aloha State Park - 4347 Third St; Cheboygan
-84.408333,45.65,Cheboygan State Park - 4490 Beach Rd; Cheboygan
-84.262118,45.489651,Black Lake State Forest - 2000 Eisen Trl; Cheboygan
-84.00556,45.95944,De Tour State Park - De Tour Village
-84.83639,44.79028,Au Sable State Forest - Frederic Township
-84.68889,44.93278,Otsego Lake State Park - 7136 Old 27 S; Gaylord
-84.64944,44.66556,Au Sable State Forest Headquarters - Grayling
-84.67056,44.74056,Hartwick Pines State Park - 4216 Ranger Rd; Grayling
-84.63444,45.39611,Burt Lake State Park 6635 State Park Dr; Indian River
-84.62889,45.86972,Mackinac Island State Park - 7029 Huron Rd; Mackinac Island
-84.32389,45.42639,Black Lake State Forest - Onaway
-84.23139,45.43444,Onaway State Park - 3622 N M-211; Onaway
-83.32693,44.85611,Alpena State Park - Ossineke
-83.326944,44.856111,Negwegon State Park - Ossineke
-85.20833,46.59639,Tahquamenon Falls State Park - 41382 West M 123; Paradise
-84.908333,45.401389,Petoskey State Park - 2475 Michigan 119; Petoskey
-84.73556,45.78694,Fort Michilimackinac State Park - 102 W Straits Ave; Mackinaw City
-84.73,45.78722,Michilimackinac State Park - 102 W Straits Ave; Mackinaw 
-84.27694,46.21167,Munuscong State Forest Campgrounds - Pickford Township
-84.24361,46.16472,Munuscong State Forest - Pickford Township
-83.56805,45.34166,Thompson's Harbor State Park - Posen
-83.879722,45.464444,Hoeft State Park - 5001 US-23; Rogers City
-84.71972,45.8525,Straits State Park - 720 Church St; St Ignace
-85.628713,45.597796,Beaver Islands Wildlife Research Area - Beaver Island
-84.51028,45.17278,Pigeon River State Forest - Corwith Township
-87.984167,46.523889,Van Riper State Park - 851 CR AKE; Champion
-87.059421,46.39784,Laughing Whitefish Falls State Park - Deerton
-86.47556,45.81083,Manistique River State Forest - Garden Township
-88.1875,46.6,Craig Lake State Park - 851 CR Ake; Champion
-86.36917,46.00833,Palms Book State Park - 8970W CR 442; Manistique
-86.33139,45.94389,Indian Lake State Park - 8970 CO Hwy 442; Manistique
-85.56694,46.64861,Lake Superior State Forest - McMillan Township
-85.63556,46.67639,Muskallonge Lake State Park - 29881 CR 407; Newberry
-86.19083,46.43972,Grand Sable State Forest - Seney Township
-87.37194,45.40167,J W Wells State Park - 7670 M-35; Stephenson
-87.369026,45.393005,Wells State Park - N9736 M-35; Cedar River
-88.8175,46.82139,Baraga State Park - 1300 US-41; Baraga
-87.86972,47.46722,Fort Wilkins State Park - 15223 US-41; Copper Harbor
-88.19861,46.04361,Iron Range State Forest - Mastodon Township
-88.427222,46.0925,Bewabic State Park - 720 Idlewild Rd; Crystal Falls
-88.60917,47.23694,McLain State Park - 8350 Highway M-203; Hancock
